TYPE USER
1;;MALE;0;
TYPE EXERCISE
1;Wyciskanie jednorącz nad głowę z gumą;Pozycja początkowa Pozycja stojąca, plecy wyprostowane. Nogi rozstawione na szerokość bioder zapewniają stabilną postawę. Guma pod stopą. Ramię z gumą ustawione tak, aby dłoń znajdowała się na wysokości brody. Łokieć ugięty znajduje się w jednej linii z nadgarstkiem. Druga ręka wyprostowana wzdłuż tułowia. Wykonanie Utrzymując prawidłową pozycję wyjściową wykonaj wdech i wyciśnij ramię nad głowę, prostując ramię w łokciu. Następnie powolnym ruchem opuszczaj ramię, wykonując płynny wydech.  Wykonaj wyznaczoną liczbę powtórzeń, po czym zmień stronę. ;https://static.fabrykasily.pl/atlas/video-wyciskanie-jednoracz-nad-glowe-z-guma.mp4;https://www.fabrykasily.pl/upload/gallery/2019/05/id_21855_1558698581_1260x840.jpg|https://www.fabrykasily.pl/upload/gallery/2019/05/id_21838_1558698581_1260x840.jpg|https://www.fabrykasily.pl/upload/gallery/2019/05/id_21776_1558698577_1260x840.jpg;https://www.fabrykasily.pl/atlas-cwiczen/barki/cuban-press/wyciskanie-jednoracz-nad-glowe-z-guma;SHOULDERS;;false
2;Wznosy ramion w bok z gumą;Pozycja początkowa Pozycja stojąca, ramiona wyprostowane (bez przeprostów) wzdłuż tułowia, w dłoniach guma oporowa. Palce skierowane do tułowia. Kciuki zwrócone do przodu. Stopy w lekkim rozkroku, guma pod nimi. Plecy proste. Wykonanie Utrzymując prawidłową pozycję wyjściową, wykonaj wdech i wznieś ramiona w bok, aż będą ustawione równolegle do podłogi.  Następnie dwukrotnie wolniej opuszczaj ramiona, wykonując wydech.  Wykonaj wyznaczoną liczbę powtórzeń. ;https://static.fabrykasily.pl/atlas/video-wznosy-ramion-w-bok-z-guma.mp4;https://www.fabrykasily.pl/upload/gallery/2019/05/id_21850_1558698581_1260x840.jpg|https://www.fabrykasily.pl/upload/gallery/2019/05/id_21793_1558698578_1260x840.jpg|https://www.fabrykasily.pl/upload/gallery/2019/05/id_21791_1558698578_1260x840.jpg;https://www.fabrykasily.pl/atlas-cwiczen/barki/cuban-press/wznosy-ramion-w-bok-z-guma;SHOULDERS;;false
3;Face pull z gumą;"Pozycja początkowa Stań naprzeciw miejsca zaczepienia gumy. Stopy ustaw w lekkim rozkroku, plecy proste. Złap oburącz za gumę do ćwiczeń, tak aby kciuki wskazywały kierunek na wprost. Unieś ramiona przed siebie, łokcie są skierowane na zewnątrz. Utrzymuj brzuch w stałym napięciu. Wykonanie Utrzymując prawidłową pozycję wyjściową, wykonaj wdech, a następnie mocno złącz łopatki i je opuść.  Następnie przyciągnij gumę w kierunku twarzy, kierując łokcie na boki. pilnuj, aby barki się nie unosiły.  Kontynuuj ruch do momentu, aż łokcie przekroczą linię barków, a guma znajdzie się przy twarzy.  Zatrzymaj ruch na ułamek sekundy.  Wydychając powietrze, powracaj do pozycji wyjściowej. ";https://static.fabrykasily.pl/atlas/video-face-pull-guma.mp4;https://www.fabrykasily.pl/upload/gallery/2019/05/id_21858_1558698582_1260x840.jpg|https://www.fabrykasily.pl/upload/gallery/2019/05/id_21839_1558698581_1260x840.jpg|https://www.fabrykasily.pl/upload/gallery/2019/05/id_21787_1558698578_1260x840.jpg;https://www.fabrykasily.pl/atlas-cwiczen/barki/face-pull-guma;SHOULDERS;;false
4;Landmine press;Pozycja początkowa Pozycja wykroczna. W przeciwnej ręce do nogi wykrocznej trzymamy koniec sztangi, druga ręka lekko odwiedziona od ciała. Mięśnie brzucha i pośladki mocno napięte, sztanga trzymana na wysokości barku. Wykonanie Wykonaj mocny wdech, a następnie zdecydowanym ruchem wyciśnij ciężar nad głowę.  W końcowej fazie ruchu pochyl lekko ciało, aby z ramieniem tworzyło jedną linię.  Spokojnym ruchem rozpocznij opuszczanie ciężaru.  W końcowej fazie ruchu wykonaj wydech.  Utrzymuj stałe, mocne napięcie, nie kołysz ciałem. ;https://static.fabrykasily.pl/atlas/video-landmine-press.mp4;https://www.fabrykasily.pl/upload/gallery/2019/05/id_21830_1558698580_1260x840.jpg|https://www.fabrykasily.pl/upload/gallery/2019/05/id_21848_1558698581_1260x840.jpg|https://www.fabrykasily.pl/upload/gallery/2019/05/id_21794_1558698578_1260x840.jpg;https://www.fabrykasily.pl/atlas-cwiczen/barki/landmine-press;SHOULDERS;;false
5;Landmine press half kneeling;Pozycja początkowa Pozycja klęku wykrocznego. Noga wykroczna ugięta pod kątem prostym w biodrze i kolanie. Mięśnie brzucha i pośladki mocno napięte, koniec sztangi trzymaj na wysokości barku w ręce przeciwnej do nogi wykrocznej. Wykonanie Wykonaj wdech, a następnie zdecydowanym ruchem wyciśnij ciężar nad głowę.  W końcowej fazie ruchu pochyl lekko ciało w przód, aby z ramieniem tworzyło jedną linię.  Spokojnym ruchem rozpocznij opuszczanie ciężaru.  W końcowej fazie ruchu wykonaj wydech.  Utrzymuj stałe, mocne napięcie, nie kołysz ciałem. ;https://static.fabrykasily.pl/atlas/video-landmine-press-half-kneeling.mp4;https://www.fabrykasily.pl/upload/gallery/2019/05/id_21802_1558698579_1260x840.jpg|https://www.fabrykasily.pl/upload/gallery/2019/05/id_21811_1558698579_1260x840.jpg|https://www.fabrykasily.pl/upload/gallery/2019/05/id_21805_1558698579_1260x840.jpg;https://www.fabrykasily.pl/atlas-cwiczen/barki/landmine-press-half-kneeling;SHOULDERS;;false
6;Powell raise;Pozycja początkowa Leżenie bokiem na ławce poziomej lub z lekkim skosem dodatnim (kąt pochylenie do 30 stopni). Ramię wyprostowane trzyma hantlę, skierowane do podłogi. Druga ręka pod głową lub pod ławeczką dla zapewnienia stabilnej pozycji. Wykonanie Utrzymując pozycję wyjściową, weź wdech i płynnym ruchem unieś ramię z hantlą.  Utrzymuj je wyprostowane.  Podczas ruchu staraj się nie zbliżać łopatki do kręgosłupa, inicjuj ruch mięśniem naramiennym.  W najwyższym punkcie zatrzymaj ruch na ułamek sekundy, wykonaj wydech i rozpocznij powolne opuszczanie połączone z wdechem. ;https://static.fabrykasily.pl/atlas/m_powell_raise.mp4;https://www.fabrykasily.pl/upload/gallery/2022/02/id_26084_1645108642_1260x840.jpg|https://www.fabrykasily.pl/upload/gallery/2022/02/id_26071_1645108641_1260x840.jpg|https://www.fabrykasily.pl/upload/gallery/2022/02/id_25983_1645108635_1260x840.jpg;https://www.fabrykasily.pl/atlas-cwiczen/barki/powell-raise;SHOULDERS;;false
7;Przenoszenie ramion z gumą miniband;Pozycja początkowa Siad klęczny, guma miniband pomiędzy dłońmi. Ramiona zgięte, dłonie przed klatką piersiową lekko rozciągają gumę. Wykonanie Utrzymując pozycję wyjściową, weź wdech i płynnym ruchem unieś ramiona, cały czas utrzymuj napiętą gumę.  Następnie ugnij ramiona i przenieś je za głowę, wykonaj wydech i wraz z kolejnym wdechem unieś ramiona.  Trzymając cały czas napiętą gumę, z wydechem opuść ramiona do pozycji wyjściowej. ;https://static.fabrykasily.pl/atlas/m_przenoszenie_ramion_z_miniband.mp4;https://www.fabrykasily.pl/upload/gallery/2022/02/id_26133_1645108645_1260x841.jpg|https://www.fabrykasily.pl/upload/gallery/2022/02/id_26037_1645108639_1260x841.jpg|https://www.fabrykasily.pl/upload/gallery/2022/02/id_25988_1645108636_1260x841.jpg|https://www.fabrykasily.pl/upload/gallery/2022/02/id_26075_1645108641_1260x841.jpg;https://www.fabrykasily.pl/atlas-cwiczen/barki/przenoszenie-ramion-z-guma-miniband;SHOULDERS;;false
8;Przyciąganie liny z wyciągu do twarzy (Face pull);"Pozycja początkowa Stań na wprost wyciągu. Stopy ustaw w lekkim rozkroku, plecy proste. Złap oburącz za grubą linę do ćwiczeń. Unieś ramiona przed siebie, łokcie są skierowane na zewnątrz. Utrzymuj brzuch w stałym napięciu. Wykonanie Utrzymując prawidłową pozycję wyjściową, wykonaj wdech, a następnie opuść łopatki oraz zbliż je do kręgosłupa.  Następnie przyciągnij linę w kierunku twarzy, kierując łokcie na boki. pilnuj, aby barki się nie unosiły.  Kontynuuj ruch, dopóki łokcie nie przekroczą linii barków, a środek liny będzie znajdować się przy twarzy. W pozycji maksymalnego napięcia zatrzymaj ruch.  Wróć do pozycji wyjściowej, wypuszczając powietrze. ";https://static.fabrykasily.pl/atlas/przyciaganie_liny_z_wyciagu_do_twarzy.mp4;https://www.fabrykasily.pl/upload/gallery/2017/03/id_7009_1490967288_600x400.jpg|https://www.fabrykasily.pl/upload/gallery/2017/03/id_6945_1490954782_600x400.jpg|https://www.fabrykasily.pl/upload/gallery/2017/03/id_7010_1490967442_600x400.jpg|https://www.fabrykasily.pl/upload/gallery/2017/03/id_6947_1490954819_600x400.jpg;https://www.fabrykasily.pl/atlas-cwiczen/barki/przyciaganie-liny-z-wyciagu-do-twarzy-face-pull;SHOULDERS;;false
9;Rotacja wewnętrzna na wyciągu;Pozycja początkowa Pozycja stojąca, bokiem do wyciągu. Ramię pracujące dociśnięte do ciała, ugięte w łokciu pod kątem prostym. Wykonanie Utrzymując pozycję wyjściową, rozpocznij rotację wewnętrzną ramienia.  Pilnuj, aby podczas ruchu łokieć znajdował się cały czas blisko ciała.  Powolnym, kontrolowanym ruchem zacznij opuszczać ciężar, powinno to trwać minimum 3 sekundy.  Przed zakończeniem serii nie odkładaj całkowicie obciążenia. ;https://static.fabrykasily.pl/atlas/video-rotacja-wewnetrzna-na-wyciagu.mp4;https://www.fabrykasily.pl/upload/gallery/2020/03/id_23186_1585572878_1260x840.jpg|https://www.fabrykasily.pl/upload/gallery/2020/03/id_23187_1585572878_1260x840.jpg|https://www.fabrykasily.pl/upload/gallery/2020/03/id_23185_1585572878_1260x840.jpg;https://www.fabrykasily.pl/atlas-cwiczen/barki/rotacja-wewnetrzna-na-wyciagu;SHOULDERS;;false
10;Rotacja zewnętrzna na wyciągu;Pozycja początkowa Pozycja stojąca, bokiem do wyciągu. Ramię pracujące dociśnięte do ciała, ugięte w łokciu pod kątem prostym. Wykonanie Utrzymując pozycję wyjściową, rozpocznij rotację zewnętrzną ramienia.  Pilnuj, aby podczas ruchu łokieć znajdował się cały czas blisko ciała.  Powolnym, kontrolowanym ruchem zacznij opuszczać ciężar, powinno to trwać minimum 3 sekundy.  Przed zakończeniem serii nie odkładaj całkowicie obciążenia. ;https://static.fabrykasily.pl/atlas/video-rotacja-zewnetrzna-na-wyciagu.mp4;https://www.fabrykasily.pl/upload/gallery/2020/03/id_23230_1585572881_1260x840.jpg|https://www.fabrykasily.pl/upload/gallery/2020/03/id_23232_1585572881_1260x840.jpg|https://www.fabrykasily.pl/upload/gallery/2020/03/id_23231_1585572881_1260x840.jpg;https://www.fabrykasily.pl/atlas-cwiczen/barki/rotacja-zewnetrzna-na-wyciagu;SHOULDERS;;false
